step,coverage_dm,potential_dm,movement_dm,coverage_sdmd,potential_sdmd,movement_sdmd
0,0.0,3.4473458519686986,0.0,0.0,3.4473458519686986,0.0
100,0.60790273556231,3.441531887545996,5.140625648322843e-05,4.027355623100304,3.1584598533542105,0.00035634551227490223
200,1.3677811550151975,3.436355696175771,4.852110946118193e-05,8.054711246200608,2.8987437406443166,0.00034375496572024405
300,2.0896656534954405,3.431754907353093,4.5951329650228394e-05,12.993920972644377,2.672712998892797,0.0003234717650884777
400,2.545592705167173,3.4276248049981195,4.3669376171667585e-05,16.75531914893617,2.4789774283665875,0.00029928675023536706
500,3.2674772036474162,3.4238889698754726,4.1624569217104326e-05,20.820668693009118,2.312706570538556,0.0002736591023950792
600,3.5714285714285716,3.420523110520948,3.977058777304721e-05,24.24012158054711,2.1690120289140133,0.000248456523758349
700,3.9133738601823707,3.4175278021497197,3.808354262488274e-05,26.861702127659573,2.0439915435592035,0.00022503188319644777
800,4.179331306990881,3.414888752792115,3.655571502989472e-05,29.635258358662615,1.9348446193492832,0.00020366601858343007
900,4.977203647416413,3.4125661748757277,3.517899922233694e-05,31.914893617021278,1.838922477664463,0.00018465691987985371
1000,5.509118541033435,3.410509357547017,3.393941175636713e-05,34.27051671732523,1.7538170125101564,0.00016787678864116872
1100,6.079027355623101,3.4086726012133024,3.281641790496663e-05,36.32218844984803,1.6777024535361673,0.0001533426011463978
1200,6.306990881458966,3.4070262178148414,3.1784764279118e-05,38.10790273556231,1.6091431505524512,0.0001408464423234135
1300,6.762917933130699,3.4055624160912545,3.0821506709672825e-05,39.77963525835866,1.5474916565517118,0.00012942753213902576
1400,7.142857142857143,3.4042862323773453,2.991467076944813e-05,41.33738601823708,1.4922749557878414,0.0001189955139881601
1500,7.522796352583587,3.4031933253291164,2.9065073462479132e-05,42.857142857142854,1.44304278734689,0.00010971394591119496
1600,7.90273556231003,3.4022619991315963,2.827371718860538e-05,43.99696048632219,1.3992386924594975,0.000101367789074478
1700,8.092705167173252,3.40146563865339,2.7534200797725955e-05,45.440729483282674,1.3601604858184444,9.379810687781687e-05
1800,8.24468085106383,3.400789082079643,2.6832826278436656e-05,46.46656534954408,1.32499968984932,8.711037127305666e-05
1900,8.624620060790274,3.400238646470969,2.6152778977337753e-05,47.264437689969604,1.2929913395526464,8.141918215643311e-05
2000,9.004559270516717,3.3998346642080803,2.548631899123382e-05,48.10030395136778,1.26367311531472,7.639315002792692e-05
2100,9.308510638297872,3.39958952748445,2.4837458519895466e-05,49.01215805471124,1.2367134129334167,7.192809541494837e-05
2200,9.536474164133738,3.3994997661374766,2.4210648725993067e-05,49.734042553191486,1.2117118950800545,6.797788031473363e-05
2300,9.536474164133738,3.3995569982674483,2.3602930967963214e-05,50.41793313069909,1.188560085319667,6.428744135627446e-05
2400,9.688449848024316,3.399758487103369,2.3008250268499217e-05,50.911854103343465,1.1672232664833961,6.084985101899213e-05
2500,9.878419452887538,3.40010859845119,2.2422224945798838e-05,51.443768996960486,1.1476556351319072,5.765768349961042e-05
2600,10.06838905775076,3.40061351921692,2.184462094619108e-05,51.93768996960486,1.1295069033893068,5.4877215197649797e-05
2700,10.220364741641337,3.4012761198935655,2.1277783578419384e-05,52.46960486322188,1.1122869221570817,5.266350152801331e-05
2800,10.600303951367781,3.4020944852239188,2.0724085041393517e-05,53.0015197568389,1.0957794936676226,5.078796985031321e-05
2900,10.67629179331307,3.403062385984546,2.0185002052787953e-05,53.26747720364742,1.0800376940203875,4.910679199311608e-05
3000,10.904255319148936,3.4041704091093052,1.9661301512768034e-05,53.57142857142857,1.0650260028302825,4.7488045294986474e-05
