step,coverage_dm,potential_dm,movement_dm,coverage_sdmd,potential_sdmd,movement_sdmd
0,0.0,3.376565490668764,0.0,0.0,3.376565490668764,0.0
100,0.9188361408882083,3.3545068128212505,5.78062935923302e-05,6.240428790199081,2.946508634338981,0.0005281011075315077
200,1.454823889739663,3.333205751242455,5.494287332414277e-05,13.705972434915774,2.588567364847337,0.0004891568789736648
300,2.105666156202144,3.3127408126386113,5.226195431105743e-05,19.563552833078102,2.300429962269633,0.0004384554623761023
400,3.0627871362940278,3.2931896545630073,4.977211441238506e-05,25.34456355283308,2.0694620276481417,0.0003862808550104313
500,3.6753445635528332,3.2745959561726825,4.7464905483124846e-05,29.058192955589586,1.8841186839978799,0.00033513764104885376
600,4.287901990811639,3.256988195084515,4.532025737343682e-05,33.537519142419605,1.7325301798470922,0.0002922458085808492
700,5.2450229709035225,3.240356826855355,4.3351552920063276e-05,36.29402756508423,1.6047091910687619,0.0002578628476102982
800,5.857580398162328,3.2246334031553006,4.156260318442582e-05,39.586523736600306,1.4979409592891635,0.00022798109354879597
900,6.508422664624809,3.2097328603306536,3.9932561272588e-05,42.84073506891271,1.4094121737954042,0.00020132657285267644
1000,6.967840735068913,3.1955798560321256,3.8438291356859314e-05,45.21439509954058,1.3347777749844723,0.00017867242724168376
1100,7.503828483920367,3.1821096531654782,3.706428199135315e-05,47.396630934150075,1.2709722688659797,0.00015995535942440347
1200,7.924961715160796,3.1692637312169083,3.579836496628607e-05,49.73200612557427,1.2151983802682302,0.00014476268363945193
1300,8.269525267993874,3.156987939241067,3.4628763520759415e-05,51.339969372128635,1.1662023132564325,0.00013175157205767412
1400,8.690658499234303,3.145232713264982,3.354335552434293e-05,52.488514548238896,1.122548659019625,0.00012096357818756934
1500,8.920367534456355,3.1339535667847356,3.2531134323610093e-05,53.79019908116386,1.0830792764079051,0.00011234687862133976
1600,9.341500765696784,3.123111296577522,3.15815007980275e-05,55.053598774885145,1.0476185126187614,0.00010486280257081996
1700,9.609494640122511,3.112671922383077,3.068485212445693e-05,56.546707503828486,1.0163756147992635,9.750378310680841e-05
1800,9.877488514548238,3.1026064454291453,2.9834060841995185e-05,57.19754977029096,0.9889115650347294,9.07014450805673e-05
1900,9.95405819295559,3.092890497004484,2.9022977230975067e-05,58.2312404287902,0.9642786605947304,8.529763784275898e-05
2000,10.260336906584993,3.083503897821757,2.8245920669077e-05,58.95865237366003,0.9416689154711037,8.072909110384323e-05
2100,10.451761102603369,3.074430123018544,2.74981546979553e-05,59.57120980091884,0.9217026609782666,7.537288188879179e-05
2200,10.719754977029096,3.065655690648801,2.677607345906252e-05,60.52833078101072,0.9040620794852193,7.095203602879882e-05
2300,10.911179173047474,3.0571695055713244,2.607662253695879e-05,61.25574272588055,0.887865087888408,6.756247147031235e-05
2400,11.140888208269525,3.0489621663263877,2.5397344861200002e-05,61.562021439509955,0.872675073569885,6.453510213527344e-05
2500,11.255742725880552,3.041025225116083,2.473666938551265e-05,62.02143950995406,0.8590719360653963,6.0979350711451024e-05
2600,11.447166921898928,3.0333504292252162,2.4093756379334987e-05,62.710566615620216,0.8470618403052188,5.749814654974366e-05
2700,11.60030627871363,3.0259290384249864,2.346893196977561e-05,63.28483920367535,0.8361129351889285,5.46140577727357e-05
2800,11.753445635528331,3.018751326706143,2.2862522403638345e-05,63.74425727411945,0.8258456640257856,5.218589350834687e-05
2900,11.906584992343031,3.0118063238450534,2.2275190766376528e-05,64.05053598774884,0.8158977518696094,5.018192743800841e-05
3000,12.09800918836141,3.0050818882930437,2.170770951277458e-05,64.50995405819296,0.8059624175768153,4.853918711541516e-05
