step,coverage_dm,potential_dm,movement_dm,coverage_sdmd,potential_sdmd,movement_sdmd
0,0.0,3.4265265944671395,0.0,0.0,3.4265265944671395,0.0
100,0.11428571428571428,3.4224216760870516,1.6809782844566025e-05,1.0285714285714285,3.3241899967221578,0.00011881527373205308
200,0.41904761904761906,3.418355608426476,1.6529789381450167e-05,2.0952380952380953,3.223857979856015,0.00011958267470771658
300,0.6476190476190476,3.414342939968811,1.6251496841995762e-05,3.4285714285714284,3.126231707661189,0.0001196634513895551
400,0.7619047619047619,3.4103965321647918,1.597519045579599e-05,5.0285714285714285,3.0318745261805042,0.00011911179218824518
500,0.9142857142857143,3.4065264120758907,1.5701792786871366e-05,6.171428571428572,2.941188199664438,0.00011801998112744343
600,0.9523809523809523,3.4027393035586178,1.5432501675755843e-05,7.733333333333333,2.8544111203406795,0.00011649528034197662
700,1.0285714285714285,3.399038814211786,1.5168491181058923e-05,9.638095238095238,2.7716353657658837,0.0001146427334896432
800,1.2571428571428571,3.395426031710513,1.491073879810454e-05,11.58095238095238,2.692838361439451,0.00011254820580260926
900,1.4857142857142858,3.3919002385171604,1.4659966538455804e-05,12.99047619047619,2.61792093119538,0.00011027083784750092
1000,1.7523809523809524,3.3884595494154532,1.4416926410429623e-05,13.980952380952381,2.5467398475540612,0.00010784782476686601
1100,1.980952380952381,3.3851013992670853,1.4181658898032193e-05,15.276190476190477,2.479125114638924,0.00010530780458312689
1200,2.1714285714285713,3.3818228857606467,1.3953900222289635e-05,16.8,2.414887149734102,0.00010267665663827489
1300,2.4,3.3786209972478765,1.3733536274888156e-05,18.057142857142857,2.353827465612894,9.997334732025608e-05
1400,2.704761904761905,3.3754927541670225,1.3520392963015068e-05,19.504761904761907,2.295751031365516,9.721096309088052e-05
1500,2.8190476190476192,3.3724352860633946,1.3314276304222029e-05,20.83809523809524,2.2404719626697047,9.440407467264728e-05
1600,2.933333333333333,3.3694458629403776,1.3114981665978969e-05,21.942857142857143,2.187814010539386,9.157279297881833e-05
1700,3.1619047619047618,3.3665218984835916,1.2922301751518928e-05,23.238095238095237,2.1376114731054106,8.873985801421044e-05
1800,3.3142857142857145,3.363660940513321,1.2736029493378486e-05,24.228571428571428,2.0897111746241825,8.59267164214979e-05
1900,3.5047619047619047,3.3608606597015127,1.25559565473009e-05,25.485714285714284,2.0439687612268047,8.31569211846612e-05
2000,3.619047619047619,3.3581188422251143,1.2381865536309648e-05,26.742857142857144,2.0002415089735757,8.045682660761045e-05
2100,3.7714285714285714,3.3554333874230395,1.2213536869966792e-05,27.80952380952381,1.9583863236876007,7.78522045931243e-05
2200,4.0,3.352802308806821,1.2050765996420087e-05,28.457142857142856,1.9182622623887773,7.536401290345179e-05
2300,4.228571428571429,3.3502237359769795,1.1893324524530208e-05,29.485714285714284,1.879732847763213,7.30084682989787e-05
2400,4.380952380952381,3.3476959154497155,1.1740962191756576e-05,30.323809523809523,1.8426707598440435,7.079471673249765e-05
2500,4.533333333333333,3.345217209321583,1.1593433120368542e-05,31.428571428571427,1.806971023240085,6.870985299706572e-05
2600,4.609523809523809,3.342786091557262,1.1450503778231144e-05,32.19047619047619,1.7725640515737953,6.67231029577793e-05
2700,4.8,3.34040114225022,1.1311957681507858e-05,33.02857142857143,1.7394162818192667,6.479978120515842e-05
2800,4.914285714285715,3.338061040465152,1.1177598046504696e-05,33.75238095238095,1.707520891991413,6.290953975751585e-05
2900,5.0285714285714285,3.3357645563071467,1.1047232435128163e-05,34.51428571428571,1.6768826972476492,6.103526960685046e-05
3000,5.257142857142857,3.3335105427735514,1.0920666710107087e-05,35.161904761904765,1.6475032487142751,5.917478483572202e-05
