step,coverage_dm,potential_dm,movement_dm,coverage_sdmd,potential_sdmd,movement_sdmd
0,0.0,3.502497591294481,0.0,0.0,3.502497591294481,0.0
100,0.4578405188859214,3.493482595922379,3.0155249211909882e-05,2.441816100724914,3.2907003132281263,0.0002460126879281642
200,0.9538344143456696,3.4847680178324354,2.9269397473581887e-05,5.684853109500191,3.0916992333913593,0.00024372681534458427
300,1.4498283098054179,3.4763878233660983,2.8410391111622863e-05,9.080503624570774,2.9083538205171107,0.00023777573793337732
400,1.7932086989698588,3.4683475533129906,2.759081784464049e-05,12.132773750476916,2.7411930988240023,0.0002296274419204209
500,2.174742464708127,3.460633426030825,2.681510928014064e-05,15.337657382678367,2.589773793848499,0.0002198959244390271
600,2.5181228538725677,3.4532220887701657,2.608524365177827e-05,18.313620755436855,2.453163355110938,0.00020898755650508553
700,2.8996566196108358,3.446088364455084,2.5399271681848834e-05,21.022510492178558,2.3302467677391743,0.00019719336348447808
800,3.0904235024799696,3.439209360952263,2.4753972445171942e-05,23.57878672262495,2.219744798729785,0.00018514114172358463
900,3.5101106447920642,3.4325657322287255,2.4146190652865364e-05,25.71537581075925,2.1201394970353333,0.00017337957537147367
1000,3.7390309042350247,3.4261415519812113,2.3571842133847975e-05,27.50858450972911,2.030001251496704,0.00016213522030050046
1100,4.044257916825639,3.419923738556243,2.3028071575965214e-05,29.912247233880198,1.9480169416141766,0.00015167300150565192
1200,4.38763830599008,3.413901435684306,2.251253448884333e-05,31.781762685997712,1.8730361805175018,0.00014217983966091557
1300,4.6928653185806946,3.4080654786173668,2.2023323555652447e-05,33.6131247615414,1.804127065467129,0.00013360990947502397
1400,5.1507058374666155,3.4024079677173216,2.1558039845042185e-05,34.91033956505151,1.740620003291814,0.00012572561135189116
1500,5.494086226631057,3.3969219375448314,2.1114851586184468e-05,36.39832125143075,1.6822164132447617,0.00011821785430922567
1600,5.723006486074017,3.391601103395179,2.069263396668204e-05,38.11522319725296,1.6286824311796073,0.00011107128294492805
1700,6.066386875238458,3.386439670172336,2.0289626968812915e-05,39.56505150705838,1.5795914254696575,0.0001044104269904142
1800,6.3716138878290725,3.3814321925900623,1.9904399626265965e-05,41.01487981686379,1.5344548316251099,9.822687055165529e-05
1900,6.562380770698207,3.3765734780407466,1.9535783843344773e-05,42.273941243800074,1.49281922949056,9.251886594515781e-05
2000,6.867607783288821,3.3718585240210137,1.918268517117032e-05,43.41854254101488,1.4542740570884225,8.73007208111246e-05
2100,7.1346814193056085,3.3672824819106735,1.884414701189941e-05,44.48683708508203,1.418474651805687,8.256174962459437e-05
2200,7.439908431896223,3.362840639186655,1.8519258496737097e-05,44.94467760396795,1.3851457706122918,7.827451866723728e-05
2300,7.554368561617703,3.3585284131232176,1.8207200784510705e-05,45.78405188859214,1.354070520430931,7.43739770516994e-05
2400,7.668828691339184,3.354341350454865,1.7906838629864586e-05,46.814193056085465,1.3250667398814802,7.077362221746564e-05
2500,7.82144219763449,3.3502751289927697,1.7617308830581314e-05,47.42464708126669,1.2979611590920714,6.742722341048803e-05
2600,7.897748950782145,3.3463255585313063,1.7337874078773713e-05,48.149561236169404,1.2725765915278346,6.436574057942242e-05
2700,8.088515833651279,3.3424885794527484,1.7067821347293392e-05,48.912628767645934,1.2487671762844623,6.155934666714788e-05
2800,8.355589469668066,3.3387602582301263,1.6806474754038882e-05,49.599389545974816,1.2264408776427274,5.895544189321828e-05
2900,8.470049599389545,3.3351367795874136,1.6553109839607887e-05,50.43876383059901,1.2054539232012078,5.655943851395935e-05
3000,8.622663105684854,3.331614435500536,1.6307120886862476e-05,50.934757726058756,1.1856325987620924,5.434162980463281e-05
