step,coverage_dm,potential_dm,movement_dm,coverage_sdmd,potential_sdmd,movement_sdmd
0,0.0,3.407253260124187,0.0,0.0,3.407253260124187,0.0
100,1.069110347460863,3.3991510314537963,8.131265976692302e-05,7.025582283314242,2.9591705668706085,0.0005715629427753605
200,2.138220694921726,3.3920558011705357,7.381296574435488e-05,14.967544864452082,2.5942194389409816,0.0005194796733013861
300,3.665521191294387,3.38595053143574,6.765605377188915e-05,21.305841924398624,2.3115520213891902,0.00044794593776826115
400,4.96372661321115,3.380714026967938,6.259152224302678e-05,25.77319587628866,2.092699504605502,0.0003780360411557657
500,5.72737686139748,3.3762240048405086,5.841361214898522e-05,30.584192439862544,1.9175728293608938,0.0003201334725120263
600,6.49102710958381,3.37234268149926,5.4917634199960014e-05,34.55517373043146,1.7742543272396525,0.00027398822416342363
700,7.216494845360825,3.3690157814558295,5.189194282470694e-05,37.34249713631157,1.6547091540331613,0.0002372111649140929
800,7.827415043909889,3.3662522921157954,4.924340706523489e-05,39.74799541809851,1.5539404608585383,0.00020774450581941388
900,8.361970217640321,3.363996505246979,4.69219995593699e-05,42.344406261932036,1.467375653472542,0.0001841328725588074
1000,8.896525391370751,3.362192018966544,4.483504378872336e-05,44.52080946926308,1.39291638121804,0.00016429094499255566
1100,9.163802978235967,3.3608503841616075,4.290653590600476e-05,46.200840015273,1.3291684955659295,0.00014723493245039792
1200,9.35471554028255,3.359967729802886,4.1115208628038404e-05,47.61359297441771,1.2745334199512524,0.00013242900284751854
1300,9.774723176785033,3.359522541939618,3.9422005340151095e-05,48.87361588392516,1.2277651753900334,0.00011994160191797288
1400,9.965635738831615,3.3595169537688396,3.780106927140798e-05,49.75181366933944,1.1864937787591943,0.00011001039646134146
1500,10.118365788468882,3.359922353678948,3.6262870353132805e-05,50.706376479572356,1.15080594745427,0.00010044965402725976
1600,10.46200840015273,3.360682565242331,3.4800727438918745e-05,51.699121802214584,1.1206822256202833,9.211032841924579e-05
1700,10.614738449789996,3.361762923429778,3.338932392213461e-05,52.233676975945016,1.0947831686959055,8.506557637584917e-05
1800,10.805651011836579,3.3631708384809404,3.200322182838873e-05,53.03550973654067,1.0719577807881295,7.945112045614215e-05
1900,10.920198549064528,3.3649363911897634,3.064189352664484e-05,53.83734249713631,1.0514805286819968,7.481363936896853e-05
2000,11.22565864833906,3.367071719211278,2.9327545868839864e-05,54.29553264604811,1.0328691364679117,7.09621786134526e-05
2100,11.56930126002291,3.3695583373655134,2.8078173109198472e-05,54.63917525773196,1.0154728480464335,6.790356676865915e-05
2200,11.79839633447881,3.3723621516450777,2.6900620888933742e-05,55.28827796869034,0.999369814331533,6.475787917550486e-05
2300,11.874761359297441,3.3754451098919502,2.5797449490730092e-05,55.670103092783506,0.9846650021052149,6.169680609813118e-05
2400,12.103856433753341,3.3787692471117596,2.4768650585883737e-05,55.784650630011456,0.9712496319017627,5.912196480132831e-05
2500,12.294768995799924,3.3823081479625676,2.3802147836422662e-05,56.1282932416953,0.959172927064916,5.664582134687767e-05
2600,12.409316533027873,3.386081281333387,2.286118298718316e-05,56.39557082856052,0.9479783964547597,5.45754694838755e-05
2700,12.56204658266514,3.3901604456399594,2.192667718704066e-05,56.777395952653684,0.9373267714854345,5.279457610820422e-05
2800,12.752959144711722,3.3945788557044896,2.10395411230226e-05,56.96830851470027,0.9277416372295935,5.067928554697104e-05
2900,12.867506681939672,3.3992979803027805,2.0225823750400994e-05,57.15922107674685,0.9190724350417442,4.8813831379234155e-05
3000,13.020236731576938,3.4042626370191766,1.9482059150105533e-05,57.38831615120275,0.9109108628581961,4.743822938200222e-05
