step,coverage_dm,potential_dm,movement_dm,coverage_sdmd,potential_sdmd,movement_sdmd
0,0.0,3.5283768434714333,0.0,0.0,3.5283768434714333,0.0
100,0.6495987772258311,3.52630053539957,4.691931406603926e-05,3.477264042797096,3.287137475798852,0.0002955951169849005
200,1.4520443255636224,3.5246832276434907,4.4409630232593605e-05,7.1837982422621325,3.06321584103593,0.00028999743884635613
300,2.1016431027894535,3.5235179675240356,4.21281740784784e-05,10.928544134505158,2.861579947279126,0.0002778991940581395
400,2.7512418800152845,3.5227534358375796,4.0072125316938865e-05,14.635078333970196,2.682766784696761,0.00026230304798455245
500,3.3626289644631258,3.522328391325768,3.8223757220004666e-05,17.38632021398548,2.524852158984728,0.00024506349636115016
600,3.5918991211310662,3.522189958769416,3.656030177237825e-05,20.519679021780664,2.3851230743999867,0.00022720633425888756
700,4.126862820022927,3.522299184472163,3.505787282244782e-05,22.927015666794038,2.2608713802894314,0.00020962414635235943
800,4.547191440580818,3.5226308876287624,3.369111836543649e-05,25.448987390141383,2.1499095217971975,0.00019306429413931583
900,5.196790217806649,3.5231704154079906,3.2440494657587394e-05,28.27665265571265,2.0502406384074807,0.00017818832656757208
1000,5.655330531142529,3.5239088118534743,3.129150601013908e-05,29.84333205961024,1.9600761504627144,0.00016498244101343005
1100,5.92281238058846,3.524838543639067,3.0231909439481993e-05,31.677493312953764,1.8781365579519382,0.00015308971429632128
1200,6.1520825372564,3.5259508431787574,2.9253272565751246e-05,33.740924722965225,1.8033818721798238,0.00014219786539340816
1300,6.343141001146351,3.527234590945896,2.8348052217719762e-05,35.30760412686282,1.7352208842106442,0.0001320272659960123
1400,6.610622850592281,3.5286765937387927,2.7509059338890135e-05,37.25640045854031,1.6733805231140046,0.00012247547422483912
1500,6.801681314482232,3.5302627138556546,2.6728762534737802e-05,38.784868169659916,1.6174752860700685,0.0001136070966438408
1600,6.992739778372182,3.531979035220613,2.6000273476495188e-05,39.96943064577761,1.5669880250743906,0.00010545818138899205
1700,7.145586549484142,3.533812701603125,2.5317509994098105e-05,40.92472296522736,1.5213109777414873,9.813913579447736e-05
1800,7.374856706152083,3.535752575859499,2.467488087911897e-05,42.300343905235,1.479790859809875,9.164910554234311e-05
1900,7.451280091708063,3.5377900221596064,2.406678245619518e-05,43.86702330913259,1.4417971843362036,8.596337645459973e-05
2000,7.565915170042033,3.53991989395463,2.348746635502271e-05,44.554833779136416,1.40681871104445,8.099415407293374e-05
2100,7.833397019487963,3.5421412138382236,2.293088483322423e-05,45.35727932747421,1.3746203096502272,7.648503379694541e-05
2200,8.177302254489874,3.544456433722882,2.2392368619751454e-05,45.93045471914406,1.3450975388372026,7.230532978504876e-05
2300,8.444784103935804,3.5468687687999165,2.1869837093715332e-05,46.58005349636989,1.31808556361975,6.843082223038804e-05
2400,8.750477646159725,3.549379125602008,2.136312232442369e-05,47.497134123041654,1.2933642313030398,6.482829947639863e-05
2500,8.979747802827665,3.551984875077262,2.087243287634874e-05,48.03209782193351,1.27064852989629,6.153720209759666e-05
2600,9.094382881161636,3.5546807746947455,2.039723500471568e-05,48.4524264424914,1.2496094575293366,5.855344870006744e-05
2700,9.323653037829576,3.5574606436599394,1.9936281457725186e-05,48.87275506304929,1.2299532272494669,5.584923062078371e-05
2800,9.476499808941536,3.560318659017928,1.948802146034744e-05,49.36950706916316,1.2114217247320405,5.3477894110182556e-05
2900,9.591134887275507,3.563249994918641,1.9051186533864985e-05,49.866259075277036,1.1937826442501733,5.146158244969787e-05
3000,9.820405043943447,3.566250917547248,1.8624231881928403e-05,50.66870462361483,1.176845769217608,4.977583619850773e-05
